时间,价格,涨跌,成交量,成交额,性质
成交时间,成交价格,价格变动,成交量,成交金额,性质
13:08:41,57.26,0.0,113,647053,买盘
13:08:44,57.27,0.01,61,349286,买盘
13:08:47,57.29,0.02,135,773289,买盘
13:08:50,57.29,0.0,61,349479,卖盘
13:08:53,57.3,0.01,282,1615786,买盘
13:08:56,57.29,-0.01,174,997015,卖盘
13:08:59,57.34,0.05,401,2298273,买盘
13:09:02,57.33,-0.01,42,240626,买盘
13:09:05,57.3,-0.03,5,28650,中性盘
13:09:08,57.31,0.01,84,481560,中性盘
13:09:11,57.28,-0.03,70,401020,卖盘
13:09:14,57.28,0.0,28,160365,买盘
13:09:17,57.27,-0.01,51,292115,卖盘
13:09:20,57.26,-0.01,37,211884,卖盘
13:09:23,57.22,-0.04,41,234744,卖盘
13:09:26,57.25,0.03,16,91556,买盘
13:09:29,57.25,0.0,56,320568,买盘
13:09:32,57.21,-0.04,66,377726,卖盘
13:09:35,57.21,0.0,25,143076,买盘
13:09:38,57.2,-0.01,14,80085,卖盘
13:09:41,57.19,-0.01,11,62914,卖盘
13:09:44,57.2,0.01,23,131552,买盘
13:09:47,57.17,-0.03,8,45731,卖盘
13:09:50,57.15,-0.02,31,177207,卖盘
13:09:53,57.17,0.02,50,285805,买盘
13:09:56,57.19,0.02,125,714447,买盘
13:09:59,57.11,-0.08,14,79971,卖盘
13:10:02,57.11,0.0,49,279974,卖盘
13:10:05,57.11,0.0,34,194134,买盘
13:10:08,57.07,-0.04,11,62817,中性盘
13:10:11,57.17,0.1,71,405614,买盘
13:10:14,57.25,0.08,165,943759,买盘
13:10:17,57.24,-0.01,141,807329,中性盘
13:10:20,57.28,0.04,82,469605,买盘
13:10:23,57.29,0.01,13,74474,买盘
13:10:26,57.28,-0.01,146,836506,卖盘
13:10:29,57.28,0.0,32,183308,卖盘
13:10:32,57.28,0.0,137,784967,卖盘
13:10:35,57.27,-0.01,38,217656,卖盘
13:10:38,57.27,0.0,13,74458,卖盘
13:10:41,57.26,-0.01,52,297804,卖盘
13:10:44,57.26,0.0,16,91620,卖盘
13:10:47,57.22,-0.04,51,291952,卖盘
13:10:50,57.22,0.0,65,372081,卖盘
13:10:53,57.22,0.0,60,343295,买盘
13:10:56,57.2,-0.02,3,17160,卖盘
13:10:59,57.2,0.0,23,131560,卖盘
13:11:02,57.18,-0.02,59,337505,卖盘
13:11:05,57.18,0.0,12,68636,卖盘
13:11:08,57.17,-0.01,14,80051,卖盘
13:11:11,57.17,0.0,14,80048,卖盘
13:11:14,57.17,0.0,17,97189,卖盘
13:11:17,57.17,0.0,22,125785,买盘
13:11:20,57.11,-0.06,167,954242,卖盘
13:11:23,57.07,-0.04,4,22831,卖盘
13:11:26,57.1,0.03,83,473894,买盘
13:11:29,57.07,-0.03,205,1167070,卖盘
13:11:32,57.06,-0.01,26,148371,买盘
13:11:35,57.09,0.03,73,416664,买盘
13:11:38,57.1,0.01,37,211247,买盘
13:11:41,57.09,-0.01,19,108471,卖盘
13:11:44,57.09,0.0,41,234072,卖盘
13:11:47,57.08,-0.01,55,313994,卖盘
13:11:50,57.09,0.01,7,39950,买盘
13:11:53,57.08,-0.01,4,22833,中性盘
13:11:56,57.07,-0.01,36,205495,中性盘
13:11:59,57.06,-0.01,14,79901,卖盘
13:12:02,57.06,0.0,128,730690,卖盘
13:12:05,57.05,-0.01,1,5705,买盘
13:12:08,57.1,0.05,407,2322808,买盘
13:12:11,57.22,0.12,387,2210989,买盘
13:12:14,57.25,0.03,51,291941,买盘
13:12:17,57.26,0.01,17,97342,买盘
13:12:20,57.27,0.01,142,813143,买盘
13:12:23,57.28,0.01,100,572774,买盘
13:12:26,57.31,0.03,64,366745,买盘
13:12:29,57.3,-0.01,10,57303,卖盘
13:12:32,57.25,-0.05,87,498410,卖盘
13:12:35,57.28,0.03,124,709737,卖盘
13:12:38,57.28,0.0,77,441016,买盘
13:12:41,57.28,0.0,8,45814,买盘
13:12:44,57.23,-0.05,54,309295,中性盘
13:12:47,57.28,0.05,63,360864,买盘
13:12:50,57.27,-0.01,3,17178,买盘
13:12:53,57.24,-0.03,12,68688,卖盘
13:12:56,57.24,0.0,3,17171,买盘
13:12:59,57.23,-0.01,2,11447,卖盘
13:13:02,57.23,0.0,31,177415,卖盘
13:13:05,57.23,0.0,9,51508,卖盘
13:13:08,57.22,-0.01,5,28613,卖盘
13:13:11,57.22,0.0,19,108733,卖盘
13:13:14,57.24,0.02,180,1030113,买盘
13:13:17,57.21,-0.03,7,40041,买盘
13:13:20,57.21,0.0,33,188818,卖盘
13:13:23,57.21,0.0,8,45768,卖盘
13:13:26,57.24,0.03,133,761072,买盘
13:13:29,57.22,-0.02,19,108750,卖盘
13:13:32,57.24,0.02,28,160284,中性盘
13:13:35,57.25,0.01,63,360568,买盘
13:13:38,57.25,0.0,63,360773,买盘
13:13:41,57.25,0.0,25,143124,中性盘
13:13:44,57.25,0.0,18,103058,买盘
13:13:47,57.25,0.0,129,738768,卖盘
13:13:50,57.25,0.0,22,125951,卖盘
13:13:53,57.25,0.0,64,366452,卖盘
13:13:56,57.25,0.0,2,11450,买盘
13:13:59,57.29,0.04,89,509673,买盘
13:14:02,57.25,-0.04,45,257674,买盘
13:14:05,57.24,-0.01,77,440803,卖盘
13:14:08,57.27,0.03,269,1540612,买盘
13:14:11,57.24,-0.03,82,469490,卖盘
13:14:14,57.28,0.04,16,91608,买盘
13:14:17,57.28,0.0,9,51521,买盘
13:14:20,57.24,-0.04,20,114507,卖盘
13:14:23,57.27,0.03,14,80166,买盘
13:14:26,57.27,0.0,24,137448,买盘
13:14:29,57.27,0.0,24,137451,卖盘
13:14:32,57.28,0.01,7,40091,买盘
13:14:35,57.28,0.0,58,332210,买盘
13:14:38,57.31,0.03,342,1958109,买盘
13:14:41,57.35,0.04,326,1869404,买盘
13:14:44,57.39,0.04,171,981200,买盘
13:14:47,57.46,0.07,206,1182775,买盘
13:14:50,57.49,0.03,98,563259,买盘
13:14:53,57.49,0.0,147,845169,买盘
13:14:56,57.48,-0.01,8,45991,中性盘
13:14:59,57.47,-0.01,80,459894,卖盘
13:15:02,57.5,0.03,478,2748396,买盘
13:15:05,57.53,0.03,287,1650410,买盘
13:15:08,57.56,0.03,91,523696,买盘
13:15:11,57.57,0.01,175,1007524,买盘
13:15:14,57.6,0.03,22,126694,买盘
13:15:17,57.6,0.0,35,201551,买盘
13:15:20,57.61,0.01,255,1468601,买盘
13:15:23,57.62,0.01,78,449421,买盘
13:15:26,57.6,-0.02,225,1296400,卖盘
13:15:29,57.58,-0.02,105,604884,卖盘
13:15:32,57.6,0.02,114,656718,买盘
13:15:35,57.61,0.01,42,241927,卖盘
13:15:38,57.62,0.01,69,397554,买盘
13:15:41,57.62,0.0,117,674178,中性盘
13:15:44,57.62,0.0,47,270826,卖盘
13:15:47,57.62,0.0,57,328511,卖盘
13:15:50,57.62,0.0,49,282355,卖盘
13:15:53,57.75,0.13,582,3356808,买盘
13:15:56,57.75,0.0,224,1291519,买盘
13:15:59,57.78,0.03,126,727798,买盘
13:16:02,57.78,0.0,47,271591,买盘
13:16:05,57.8,0.02,468,2704984,买盘
13:16:08,57.79,-0.01,192,1109740,卖盘
13:16:11,57.79,0.0,448,2588909,卖盘
13:16:14,57.75,-0.04,132,762634,卖盘
13:16:17,57.65,-0.1,207,1195453,卖盘
13:16:20,57.65,0.0,29,167308,卖盘
13:16:23,57.64,-0.01,30,173030,卖盘
13:16:26,57.61,-0.03,37,213237,卖盘
13:16:29,57.57,-0.04,66,380143,卖盘
13:16:32,57.58,0.01,17,97881,买盘
13:16:35,57.57,-0.01,51,293631,卖盘
13:16:38,57.56,-0.01,21,120847,卖盘
13:16:41,57.51,-0.05,16,92024,卖盘
13:16:44,57.5,-0.01,61,350870,卖盘
13:16:47,57.44,-0.06,36,206961,卖盘
13:16:50,57.51,0.07,598,3438249,买盘
13:16:53,57.44,-0.07,141,810313,卖盘
13:16:56,57.45,0.01,103,592470,中性盘
13:16:59,57.44,-0.01,70,402109,卖盘
13:17:02,57.5,0.06,56,321703,买盘
13:17:05,57.59,0.09,304,1749883,买盘
13:17:08,57.62,0.03,113,650713,买盘
13:17:11,57.68,0.06,141,813005,买盘
13:17:14,57.69,0.01,64,369365,中性盘
13:17:17,57.75,0.06,84,485023,买盘
13:17:20,57.74,-0.01,213,1229916,卖盘
13:17:23,57.74,0.0,207,1193983,卖盘
13:17:26,57.69,-0.05,80,461596,中性盘
13:17:29,57.64,-0.05,165,952686,卖盘
13:17:32,57.64,0.0,115,663315,卖盘
13:17:35,57.64,0.0,52,299720,买盘
13:17:38,57.64,0.0,61,351393,买盘
13:17:41,57.63,-0.01,24,138326,买盘
13:17:44,57.65,0.02,128,737798,买盘
13:17:47,57.65,0.0,72,415145,卖盘
13:17:50,57.71,0.06,219,1262610,买盘
13:17:53,57.72,0.01,41,236620,中性盘
13:17:56,57.73,0.01,39,225146,买盘
13:17:59,57.72,-0.01,36,207818,卖盘
13:18:02,57.7,-0.02,88,507964,卖盘
13:18:05,57.68,-0.02,51,294264,卖盘
13:18:08,57.68,0.0,20,115368,卖盘
13:18:11,57.72,0.04,256,1476931,买盘
13:18:14,57.7,-0.02,19,109636,卖盘
13:18:17,57.66,-0.04,42,242298,卖盘
13:18:20,57.66,0.0,17,97999,中性盘
13:18:23,57.61,-0.05,60,345701,卖盘
13:18:26,57.57,-0.04,66,379943,卖盘
13:18:29,57.53,-0.04,13,74824,卖盘
13:18:32,57.51,-0.02,41,235851,卖盘
13:18:35,57.64,0.13,175,1007425,买盘
13:18:38,57.6,-0.04,59,340044,卖盘
13:18:41,57.64,0.04,30,172828,买盘
13:18:44,57.65,0.01,87,500963,买盘
13:18:47,57.65,0.0,331,1907170,中性盘
13:18:50,57.65,0.0,32,184500,卖盘
13:18:53,57.66,0.01,55,317074,买盘
13:18:56,57.6,-0.06,49,282451,卖盘
13:18:59,57.61,0.01,19,109531,卖盘
13:19:02,57.65,0.04,30,172870,买盘
13:19:05,57.65,0.0,27,155625,买盘
13:19:08,57.65,0.0,25,144062,买盘
13:19:11,57.63,-0.02,43,247851,卖盘
13:19:14,57.65,0.02,120,691742,买盘
13:19:17,57.6,-0.05,70,403265,卖盘
13:19:20,57.6,0.0,4,23038,买盘
13:19:23,57.6,0.0,60,345554,买盘
13:19:26,57.6,0.0,18,103670,买盘
13:19:29,57.6,0.0,66,380023,卖盘
13:19:32,57.58,-0.02,57,328206,买盘
13:19:35,57.61,0.03,232,1335072,买盘
13:19:38,57.62,0.01,62,357268,买盘
13:19:41,57.61,-0.01,33,190140,卖盘
13:19:44,57.62,0.01,45,259227,中性盘
13:19:47,57.62,0.0,20,115235,买盘
13:19:50,57.6,-0.02,50,288048,卖盘
13:19:53,57.59,-0.01,69,397439,卖盘
13:19:56,57.59,0.0,8,46078,卖盘
13:19:59,57.59,0.0,16,92145,卖盘
13:20:02,57.61,0.02,50,288001,买盘
13:20:05,57.58,-0.03,35,201531,卖盘
13:20:08,57.6,0.02,130,748732,买盘
13:20:11,57.61,0.01,232,1336508,买盘
13:20:14,57.6,-0.01,91,524074,卖盘
13:20:17,57.61,0.01,78,449286,买盘
13:20:20,57.6,-0.01,54,311043,卖盘
13:20:23,57.58,-0.02,132,761164,卖盘
13:20:26,57.61,0.03,166,954959,买盘
13:20:29,57.58,-0.03,84,483709,卖盘
13:20:32,57.58,0.0,51,293678,卖盘
13:20:35,57.59,0.01,82,472213,买盘
13:20:38,57.59,0.0,169,973326,卖盘
13:20:41,57.59,0.0,28,161259,卖盘
13:20:44,57.59,0.0,42,241878,卖盘
13:20:47,57.59,0.0,30,172773,卖盘
13:20:50,57.58,-0.01,27,155496,卖盘
13:20:53,57.59,0.01,79,454961,买盘
13:20:56,57.59,0.0,54,310982,卖盘
13:20:59,57.58,-0.01,6,34548,卖盘
13:21:02,57.58,0.0,258,1485881,卖盘
13:21:05,57.58,0.0,27,155466,卖盘
13:21:11,57.55,-0.03,60,345416,卖盘
13:21:14,57.55,0.0,172,989380,卖盘
13:21:17,57.48,-0.07,13,74748,卖盘
13:21:20,57.46,-0.02,12,68952,卖盘
13:21:23,57.47,0.01,22,126412,中性盘
13:21:26,57.45,-0.02,26,149390,卖盘
13:21:29,57.44,-0.01,8,45952,卖盘
13:21:32,57.47,0.03,209,1200866,买盘
13:21:35,57.49,0.02,117,672568,买盘
13:21:38,57.47,-0.02,33,189709,卖盘
13:21:41,57.47,0.0,39,224123,卖盘
13:21:44,57.45,-0.02,22,126408,卖盘
13:21:47,57.44,-0.01,23,132122,卖盘
13:21:50,57.44,0.0,12,68928,卖盘
13:21:53,57.43,-0.01,29,166573,卖盘
13:21:56,57.43,0.0,11,63168,卖盘
13:21:59,57.43,0.0,15,86105,买盘
13:22:02,57.39,-0.04,19,109064,卖盘
13:22:05,57.38,-0.01,26,149160,卖盘
13:22:08,57.3,-0.08,6,34416,卖盘
13:22:11,57.32,0.02,16,91711,中性盘
13:22:14,57.29,-0.03,21,120347,卖盘
13:22:17,57.3,0.01,5,28648,买盘
13:22:20,57.26,-0.04,60,343656,卖盘
13:22:23,57.24,-0.02,7,40071,卖盘
13:22:26,57.24,0.0,31,177460,卖盘
13:22:29,57.28,0.04,211,1207888,买盘
13:22:32,57.28,0.0,57,326411,买盘
13:22:35,57.26,-0.02,27,154639,卖盘
13:22:38,57.26,0.0,116,664161,卖盘
13:22:41,57.27,0.01,80,458023,买盘
13:22:44,57.24,-0.03,18,103060,卖盘
13:22:47,57.25,0.01,5,28625,买盘
13:22:50,57.24,-0.01,42,240437,卖盘
13:22:53,57.25,0.01,6,34346,中性盘
13:22:56,57.24,-0.01,58,332014,卖盘
13:22:59,57.23,-0.01,31,177416,卖盘
13:23:02,57.24,0.01,19,108756,买盘
13:23:05,57.26,0.02,67,383498,买盘
13:23:08,57.24,-0.02,18,103025,买盘
13:23:11,57.26,0.02,52,297690,买盘
13:23:14,57.24,-0.02,78,446465,卖盘
13:23:17,57.24,0.0,31,177444,买盘
13:23:20,57.22,-0.02,44,251809,卖盘
13:23:23,57.22,0.0,39,223202,卖盘
13:23:26,57.23,0.01,9,51506,中性盘
13:23:29,57.22,-0.01,61,349042,卖盘
13:23:32,57.22,0.0,95,543624,卖盘
13:23:35,57.22,0.0,39,223144,买盘
13:23:38,57.25,0.03,49,280445,买盘
13:23:41,57.21,-0.04,73,417634,卖盘
13:23:44,57.21,0.0,11,62941,卖盘
13:23:47,57.21,0.0,19,108699,卖盘
13:23:50,57.21,0.0,11,62925,卖盘
13:23:53,57.21,0.0,5,28605,买盘
13:23:56,57.21,0.0,7,40048,卖盘
13:23:59,57.21,0.0,21,120141,卖盘
13:24:02,57.2,-0.01,21,120121,卖盘
13:24:05,57.22,0.02,166,949707,买盘
13:24:08,57.24,0.02,55,314714,买盘
13:24:11,57.26,0.02,52,297716,买盘
13:24:14,57.26,0.0,152,870048,买盘
13:24:20,57.24,-0.02,25,143141,卖盘
13:24:23,57.25,0.01,32,183200,买盘
13:24:26,57.26,0.01,26,148839,买盘
13:24:29,57.28,0.02,96,549779,买盘
13:24:32,57.25,-0.03,79,452292,卖盘
13:24:35,57.29,0.04,4,22916,买盘
13:24:38,57.3,0.01,13,74474,买盘
13:24:41,57.3,0.0,4,22918,买盘
13:24:44,57.29,-0.01,20,114586,卖盘
13:24:47,57.3,0.01,23,131752,买盘
13:24:50,57.3,0.0,54,309418,买盘
13:24:53,57.3,0.0,34,194759,买盘
13:24:59,57.32,0.02,46,263604,买盘
13:25:02,57.31,-0.01,28,160444,中性盘
13:25:05,57.31,0.0,8,45848,中性盘
13:25:08,57.31,0.0,9,51579,卖盘
13:25:11,57.31,0.0,8,45858,卖盘
13:25:14,57.32,0.01,11,63044,中性盘
13:25:17,57.31,-0.01,35,200599,卖盘
13:25:20,57.31,0.0,8,45848,买盘
13:25:23,57.3,-0.01,6,34380,卖盘
13:25:29,57.3,0.0,16,91683,卖盘
13:25:32,57.3,0.0,17,97408,卖盘
13:25:35,57.31,0.01,25,143275,买盘
13:25:38,57.31,0.0,5,28655,卖盘
13:25:41,57.32,0.01,22,126103,买盘
13:25:44,57.31,-0.01,69,395440,卖盘
13:25:47,57.3,-0.01,19,108887,卖盘
13:25:50,57.3,0.0,15,85950,卖盘
13:25:53,57.3,0.0,21,120333,卖盘
13:25:56,57.3,0.0,15,85954,卖盘
13:25:59,57.3,0.0,10,57307,卖盘
13:26:02,57.3,0.0,113,647711,卖盘
13:26:05,57.31,0.01,2,11462,中性盘
13:26:08,57.33,0.02,11,63060,买盘
13:26:11,57.3,-0.03,60,343791,卖盘
13:26:14,57.3,0.0,5,28644,买盘
13:26:17,57.27,-0.03,10,57282,卖盘
13:26:20,57.27,0.0,3,17181,买盘
13:26:23,57.25,-0.02,32,183218,卖盘
13:26:26,57.3,0.05,59,337943,买盘
13:26:29,57.31,0.01,45,257851,买盘
13:26:32,57.3,-0.01,29,166170,卖盘
13:26:35,57.28,-0.02,4,22915,中性盘
13:26:38,57.29,0.01,13,74483,卖盘
13:26:41,57.29,0.0,5,28646,卖盘
13:26:44,57.29,0.0,29,166150,卖盘
13:26:47,57.3,0.01,12,68750,买盘
13:26:50,57.29,-0.01,24,137503,卖盘
13:26:53,57.29,0.0,59,338035,买盘
13:26:56,57.29,0.0,6,34374,买盘
13:26:59,57.28,-0.01,50,286443,卖盘
13:27:02,57.29,0.01,8,45825,中性盘
13:27:05,57.29,0.0,10,57287,卖盘
13:27:08,57.29,0.0,9,51561,卖盘
13:27:14,57.28,-0.01,22,125990,买盘
13:27:17,57.26,-0.02,14,80174,卖盘
13:27:23,57.3,0.04,130,744847,买盘
13:27:26,57.3,0.0,32,183329,卖盘
13:27:32,57.26,-0.04,15,85904,卖盘
13:27:38,57.28,0.02,1,5728,卖盘
13:27:41,57.27,-0.01,9,51548,卖盘
13:27:44,57.27,0.0,2,11454,卖盘
13:27:47,57.26,-0.01,27,154642,卖盘
13:27:50,57.27,0.01,16,91632,卖盘
13:27:53,57.3,0.03,69,395297,买盘
13:27:56,57.3,0.0,21,120330,卖盘
13:27:59,57.3,0.0,4,22920,卖盘
13:28:02,57.3,0.0,23,131775,卖盘
13:28:05,57.3,0.0,6,34374,买盘
13:28:08,57.27,-0.03,10,57284,卖盘
13:28:17,57.27,0.0,36,206175,卖盘
13:28:20,57.26,-0.01,2,11452,卖盘
13:28:23,57.26,0.0,32,183232,卖盘
13:28:26,57.25,-0.01,28,160306,卖盘
13:28:29,57.26,0.01,18,103072,买盘
13:28:32,57.26,0.0,15,85880,中性盘
13:28:35,57.26,0.0,1,5726,卖盘
13:28:38,57.25,-0.01,19,108780,卖盘
13:28:41,57.25,0.0,51,291975,卖盘
13:28:44,57.25,0.0,37,211825,卖盘
13:28:47,57.25,0.0,103,589876,卖盘
13:28:50,57.26,0.01,17,97327,买盘
13:28:53,57.3,0.04,98,561312,买盘
13:28:56,57.25,-0.05,8,45810,中性盘
13:28:59,57.25,0.0,761,4347097,买盘
13:29:02,57.25,0.0,11,62971,买盘
13:29:05,57.25,0.0,6,34350,卖盘
13:29:08,57.25,0.0,12,68701,卖盘
13:29:11,57.25,0.0,31,177475,卖盘
13:29:14,57.25,0.0,36,206101,卖盘
13:29:17,57.25,0.0,7,40078,卖盘
13:29:20,57.24,-0.01,11,62966,卖盘
13:29:23,57.21,-0.03,116,664278,卖盘
13:29:26,57.25,0.04,1,5725,买盘
13:29:29,57.21,-0.04,6,34326,卖盘
13:29:32,57.25,0.04,31,177371,买盘
13:29:35,57.25,0.0,4,22900,买盘
13:29:38,57.23,-0.02,20,114459,卖盘
13:29:41,57.21,-0.02,24,137318,卖盘
13:29:44,57.2,-0.01,33,188805,卖盘
13:29:47,57.21,0.01,7,40047,卖盘
13:29:50,57.21,0.0,15,85816,卖盘
13:29:53,57.2,-0.01,23,131572,卖盘
13:29:59,57.21,0.01,6,34326,买盘
13:30:02,57.2,-0.01,25,143009,卖盘
13:30:05,57.19,-0.01,42,240210,卖盘
13:30:08,57.13,-0.06,18,102846,卖盘
13:30:11,57.19,0.06,16,91422,买盘
13:30:14,57.14,-0.05,9,51431,卖盘
13:30:17,57.2,0.06,41,234472,买盘
13:30:20,57.14,-0.06,20,114286,卖盘
13:30:23,57.15,0.01,9,51441,卖盘
13:30:26,57.14,-0.01,11,62862,卖盘
13:30:29,57.15,0.01,24,137201,买盘
13:30:32,57.18,0.03,3,17154,卖盘
13:30:35,57.18,0.0,27,154386,卖盘
13:30:41,57.17,-0.01,38,217279,卖盘
13:30:44,57.18,0.01,67,383162,买盘
13:30:47,57.22,0.04,43,245979,买盘
13:30:50,57.24,0.02,33,188892,买盘
13:30:53,57.24,0.0,31,177469,卖盘
13:30:56,57.24,0.0,1,5724,卖盘
13:30:59,57.25,0.01,2,11450,卖盘
13:31:02,57.26,0.01,16,91617,卖盘
13:31:08,57.26,0.0,10,57264,卖盘
13:31:11,57.27,0.01,5,28635,买盘
13:31:14,57.29,0.02,6,34369,买盘
13:31:17,57.28,-0.01,18,103103,卖盘
13:31:20,57.29,0.01,18,103112,买盘
13:31:23,57.28,-0.01,29,166153,卖盘
13:31:26,57.28,0.0,27,154655,买盘
13:31:29,57.28,0.0,30,171839,买盘
13:31:32,57.27,-0.01,16,91654,卖盘
13:31:35,57.28,0.01,21,120295,中性盘
13:31:41,57.29,0.01,12,68732,买盘
13:31:44,57.28,-0.01,17,97385,卖盘
13:31:47,57.3,0.02,21,120305,买盘
13:31:50,57.33,0.03,21,120360,买盘
13:31:53,57.35,0.02,119,682313,买盘
13:31:56,57.39,0.04,32,183598,买盘
13:31:59,57.4,0.01,50,286973,买盘
13:32:02,57.41,0.01,33,189447,买盘
13:32:05,57.43,0.02,20,114851,买盘
13:32:08,57.44,0.01,52,298650,买盘
13:32:11,57.45,0.01,38,218278,买盘
13:32:14,57.48,0.03,38,218399,买盘
13:32:17,57.5,0.02,86,494470,买盘
13:32:20,57.49,-0.01,81,465644,卖盘
13:32:23,57.5,0.01,43,247238,买盘
13:32:26,57.5,0.0,42,241471,买盘
13:32:29,57.52,0.02,53,304744,买盘
13:32:32,57.54,0.02,12,69041,买盘
13:32:35,57.51,-0.03,40,230031,卖盘
13:32:38,57.54,0.03,61,350964,买盘
13:32:41,57.54,0.0,11,63300,卖盘
13:32:44,57.55,0.01,88,509222,中性盘
13:32:47,57.56,0.01,31,178445,中性盘
13:32:50,57.56,0.0,12,69074,卖盘
13:32:53,57.57,0.01,68,391425,买盘
13:32:56,57.57,0.0,41,236028,买盘
13:32:59,57.55,-0.02,69,399501,卖盘
13:33:02,57.58,0.03,101,581554,买盘
13:33:05,57.56,-0.02,13,74827,卖盘
13:33:08,57.58,0.02,19,109370,买盘
13:33:14,57.55,-0.03,43,247515,卖盘
13:33:17,57.56,0.01,58,333926,买盘
13:33:20,57.57,0.01,34,195723,买盘
13:33:23,57.57,0.0,37,213009,卖盘
13:33:26,57.55,-0.02,286,1646448,卖盘
13:33:29,57.55,0.0,19,109318,买盘
13:33:32,57.55,0.0,5,28766,买盘
13:33:35,57.52,-0.03,28,161100,卖盘
13:33:38,57.53,0.01,113,650369,中性盘
13:33:41,57.52,-0.01,21,120818,卖盘
13:33:44,57.52,0.0,25,143825,卖盘
13:33:47,57.53,0.01,64,368267,卖盘
13:33:50,57.54,0.01,37,212869,中性盘
13:33:53,57.54,0.0,27,155388,卖盘
13:33:56,57.54,0.0,16,92085,卖盘
13:33:59,57.55,0.01,30,172656,卖盘
13:34:02,57.57,0.02,90,518130,买盘
13:34:05,57.57,0.0,20,115140,卖盘
13:34:08,57.58,0.01,40,230290,买盘
13:34:11,57.57,-0.01,57,328166,卖盘
13:34:14,57.57,0.0,84,483559,卖盘
13:34:17,57.57,0.0,44,253283,买盘
13:34:20,57.56,-0.01,117,673650,卖盘
13:34:23,57.57,0.01,38,218764,买盘
13:34:26,57.65,0.08,522,3006956,买盘
13:34:29,57.58,-0.07,252,1452021,卖盘
13:34:32,57.67,0.09,17,97976,买盘
13:34:35,57.67,0.0,24,138400,买盘
13:34:38,57.67,0.0,42,242220,卖盘
13:34:41,57.67,0.0,45,259532,买盘
13:34:44,57.66,-0.01,20,115325,卖盘
13:34:47,57.67,0.01,9,51897,买盘
13:34:50,57.66,-0.01,34,196067,卖盘
13:34:53,57.66,0.0,71,409420,卖盘
13:34:56,57.66,0.0,38,219067,卖盘
13:34:59,57.65,-0.01,56,322957,中性盘
13:35:02,57.66,0.01,27,155557,买盘
13:35:05,57.6,-0.06,45,259171,中性盘
13:35:08,57.66,0.06,80,461268,买盘
13:35:11,57.67,0.01,44,253706,买盘
13:35:14,57.66,-0.01,47,270949,卖盘
13:35:17,57.66,0.0,4,23064,买盘
13:35:20,57.66,0.0,40,230623,买盘
13:35:23,57.6,-0.06,49,282288,卖盘
13:35:26,57.66,0.06,28,161386,买盘
13:35:29,57.66,0.0,79,455491,买盘
13:35:32,57.64,-0.02,22,126824,卖盘
13:35:35,57.62,-0.02,33,190180,卖盘
13:35:38,57.62,0.0,12,69144,卖盘
13:35:41,57.62,0.0,11,63396,卖盘
13:35:44,57.62,0.0,52,299584,卖盘
13:35:47,57.63,0.01,233,1342719,买盘
13:35:50,57.6,-0.03,38,218898,卖盘
13:35:53,57.6,0.0,14,80640,卖盘
13:35:56,57.6,0.0,30,172793,卖盘
13:35:59,57.59,-0.01,9,51832,卖盘
13:36:02,57.56,-0.03,72,414551,卖盘
13:36:05,57.58,0.02,9,51821,买盘
13:36:08,57.58,0.0,25,143950,卖盘
13:36:11,57.52,-0.06,7,40274,卖盘
13:36:14,57.51,-0.01,7,40257,卖盘
13:36:17,57.49,-0.02,28,160997,卖盘
13:36:20,57.5,0.01,7,40250,中性盘
13:36:23,57.49,-0.01,29,166743,卖盘
13:36:26,57.49,0.0,19,109231,卖盘
13:36:29,57.48,-0.01,5,28741,卖盘
13:36:32,57.48,0.0,24,137957,卖盘
13:36:35,57.49,0.01,30,172455,买盘
13:36:38,57.47,-0.02,30,172419,中性盘
13:36:41,57.47,0.0,13,74717,卖盘
13:36:44,57.45,-0.02,19,109191,卖盘
13:36:47,57.47,0.02,2,11494,买盘
13:36:50,57.45,-0.02,16,91901,卖盘
13:36:53,57.4,-0.05,49,281479,卖盘
13:36:56,57.39,-0.01,28,160701,卖盘
13:36:59,57.38,-0.01,27,154956,卖盘
13:37:02,57.39,0.01,64,367014,买盘
13:37:05,57.38,-0.01,37,212323,中性盘
13:37:08,57.38,0.0,13,74596,卖盘
13:37:11,57.38,0.0,17,97546,卖盘
13:37:14,57.38,0.0,38,218006,卖盘
13:37:17,57.36,-0.02,5,28682,卖盘
13:37:20,57.38,0.02,14,80320,买盘
13:37:23,57.38,0.0,24,137687,买盘
13:37:26,57.37,-0.01,33,189321,中性盘
13:37:29,57.35,-0.02,8,45889,卖盘
13:37:32,57.36,0.01,21,120456,卖盘
13:37:35,57.36,0.0,1,5736,卖盘
13:37:38,57.36,0.0,16,91751,卖盘
13:37:41,57.36,0.0,32,183573,卖盘
13:37:44,57.37,0.01,24,137670,买盘
13:37:47,57.38,0.01,81,464768,买盘
13:37:50,57.45,0.07,125,717651,买盘
13:37:53,57.48,0.03,98,563142,买盘
13:37:56,57.5,0.02,44,252940,买盘
13:37:59,57.51,0.01,70,402497,买盘
13:38:02,57.52,0.01,8,46034,中性盘
13:38:05,57.58,0.06,40,230244,买盘
13:38:08,57.58,0.0,12,69093,买盘
13:38:11,57.56,-0.02,3,17272,中性盘
13:38:14,57.55,-0.01,35,201436,卖盘
13:38:17,57.56,0.01,11,63326,中性盘
13:38:20,57.58,0.02,18,103640,买盘
13:38:23,57.58,0.0,21,120918,卖盘
13:38:26,57.58,0.0,48,276419,卖盘
